2020-01-01,5.2
2020-01-02,8.4
2020-01-03,4.7
2020-01-04,2.8
2020-01-05,5.2
2020-01-06,8
2020-01-07,8.5
2020-01-08,8.9
2020-01-09,7.2
2020-01-10,8.8
2020-01-11,7.2
2020-01-12,8.5
2020-01-13,7.8
2020-01-14,8.2
2020-01-15,7.8
2020-01-16,7.9
2020-01-17,8.2
2020-01-18,8.4
2020-01-19,7.8
2020-01-20,7.7
2020-01-21,8.2
2020-01-22,8.8
2020-01-23,8.8
2020-01-24,9
2020-01-25,8.4
2020-01-26,8.2
2020-01-27,8.2
2020-01-28,8.7
2020-01-29,8.9
2020-01-30,8.7
2020-01-31,8.2
2020-02-01,8.4
2020-02-02,8.2
2020-02-03,8.2
2020-02-04,8.4
2020-02-05,8.4
2020-02-06,8.5
2020-02-07,8.5
2020-02-08,8.5
2020-02-09,8.5
2020-02-10,8.2
2020-02-11,8.4
2020-02-12,8.4
2020-02-13,7.9
2020-02-14,7.2
2020-02-15,8.5
2020-02-16,8.5
2020-02-17,8.5
2020-02-18,8.5
2020-02-19,8.4
2020-02-20,8.5
2020-02-21,8.9
2020-02-22,8.8
2020-02-23,8.8
2020-02-24,8.9
2020-02-25,8.9
2020-02-26,8.8
2020-02-27,7.4
2020-02-28,7.4
2020-02-29,7.4
2020-03-01,7.4
2020-03-02,7.7
2020-03-03,7.9
2020-03-04,7.7
2020-03-05,7.2
2020-03-06,7.2
2020-03-07,7.2
2020-03-08,7.7
2020-03-09,7.2
2020-03-10,7.5
2020-03-11,7.5
2020-03-12,7.5
2020-03-13,7.4
2020-03-14,7.4
2020-03-15,7.5
2020-03-16,7.8
2020-03-17,7.9
2020-03-18,8.2
2020-03-19,8.2
2020-03-20,8
2020-03-21,8
2020-03-22,8.4
2020-03-23,8.2
2020-03-24,8.4
2020-03-25,8.2
2020-03-26,8.5
2020-03-27,8.5
2020-03-28,8.5
2020-03-29,8.4
2020-03-30,8.4
2020-03-31,8.5
2020-04-01,8.4
2020-04-02,8.4
2020-04-03,8.2
2020-04-04,8.2
2020-04-05,8.4
2020-04-06,8.2
2020-04-07,8.2
2020-04-08,8.2
2020-04-09,8.2
2020-04-10,8.2
2020-04-11,8.2
2020-04-12,8.5
2020-04-13,8.5
2020-04-14,8.5
2020-04-15,8.8
2020-04-16,9
2020-04-17,9
2020-04-18,8.8
2020-04-19,9
2020-04-20,9.2
2020-04-21,9.2
2020-04-22,9.2
2020-04-23,9.2
2020-04-24,9
2020-04-25,9.4
2020-04-26,8.8
2020-04-27,9.2
2020-04-28,9.2
2020-04-29,9.2
2020-04-30,9.2
2020-05-01,9
2020-05-02,9
2020-05-03,9.4
2020-05-04,8.8
2020-05-05,9
2020-05-06,9.2
2020-05-07,9.4
2020-05-08,8.8
2020-05-09,9
2020-05-10,9
2020-05-11,9.2
2020-05-12,9.5
2020-05-13,9.5
2020-05-14,9.5
2020-05-15,9.5
2020-05-16,9.8
2020-05-17,9.9
2020-05-18,9.8
2020-05-19,9.7
2020-05-20,9.8
2020-05-21,9.7
2020-05-22,9.7
2020-05-23,9.7
2020-05-24,9.8
2020-05-25,9.7
2020-05-26,9.7
2020-05-27,9.7
2020-05-28,9.7
2020-05-29,9.7
2020-05-30,9.7
2020-05-31,9.8
2020-06-01,9.7
2020-06-02,9.7
2020-06-03,9.7
2020-06-04,9.8
2020-06-05,9.7
2020-06-06,9.7
2020-06-07,9.8
2020-06-08,9.8
2020-06-09,9.7
2020-06-10,9.8
2020-06-11,9.8
2020-06-12,9.8
2020-06-13,9.7
2020-06-14,9.7
2020-06-15,9.7
2020-06-16,9.7
2020-06-17,9.7
2020-06-18,9.7
2020-06-19,9.7
2020-06-20,9.7
2020-06-21,9.7
2020-06-22,9.7
2020-06-23,9.7
2020-06-24,9.7
2020-06-25,9.7
2020-06-26,9.7
2020-06-27,9.7
2020-06-28,9.7
2020-06-29,9.7
2020-06-30,9.7
2020-07-01,9.7
2020-07-02,9.7
2020-07-03,9.7
2020-07-04,9.7
2020-07-05,9.7
2020-07-06,9.7
2020-07-07,9.7
2020-07-08,9.7
2020-07-09,9.7
2020-07-10,9.7
2020-07-11,9.7
2020-07-12,9.7
2020-07-13,9.7
2020-07-14,9.7
2020-07-15,9.7
2020-07-16,9.7
2020-07-17,9.7
2020-07-18,9.7
2020-07-19,9.7
2020-07-20,9.7
2020-07-21,9.7
2020-07-22,9.7
2020-07-23,9.7
2020-07-24,9.7
2020-07-25,9.7
2020-07-26,9.7
2020-07-27,9.7
2020-07-28,9.7
2020-07-29,9.7
2020-07-30,9.7
2020-07-31,9.7
2020-08-01,9.7
2020-08-02,9.7
2020-08-03,9.7
2020-08-04,9.7
2020-08-05,9.7
2020-08-06,9.7
2020-08-07,9.7
2020-08-08,9.7
2020-08-09,10
2020-08-10,18.4
2020-08-11,17.9
2020-08-12,17.2
2020-08-13,18.8
2020-08-14,18.2
2020-08-15,15.7
2020-08-16,15.4
2020-08-17,14.8
2020-08-18,14
2020-08-19,12.5
2020-08-20,12.9
2020-08-21,12.4
2020-08-22,11.8
2020-08-23,11.2
2020-08-24,10.7
2020-08-25,10.2
2020-08-26,9.8
2020-08-27,9.4
2020-08-28,8.5
2020-08-29,8
2020-08-30,7.4
2020-08-31,8.9
2020-09-01,8.2
2020-09-02,5.8
2020-09-03,5.2
2020-09-04,4.7
2020-09-05,4.4
2020-09-06,2.8
2020-09-07,2
2020-09-08,2.5
2020-09-09,1.9
2020-09-10,1.4
2020-09-11,1.4
2020-09-12,1.2
2020-09-13,1.8
2020-09-14,2.4
2020-09-15,2.9
2020-09-16,2.4
2020-09-17,2.9
2020-09-18,4.2
2020-09-19,4.5
2020-09-20,4.9
2020-09-21,5.2
2020-09-22,5.7
2020-09-23,8.2
2020-09-24,8.7
2020-09-25,7.2
2020-09-26,7.7
2020-09-27,8.2
2020-09-28,8.7
2020-09-29,9.2
2020-09-30,9.5
2020-10-01,9.8
2020-10-02,10.4
2020-10-03,10.4
2020-10-04,10.7
2020-10-05,11
2020-10-06,11.2
2020-10-07,11.8
2020-10-08,11.9
2020-10-09,12.2
2020-10-10,12.5
2020-10-11,12.8
2020-10-12,12.5
2020-10-13,12.2
2020-10-14,11.9
2020-10-15,11.8
2020-10-16,11.2
2020-10-17,11
2020-10-18,10.7
2020-10-19,10.4
2020-10-20,10.4
2020-10-21,9.8
2020-10-22,9.5
2020-10-23,9.2
2020-10-24,8.9
2020-10-25,8.8
2020-10-26,8.2
2020-10-27,8
2020-10-28,7.7
2020-10-29,7.4
2020-10-30,7.4
2020-10-31,8.8
2020-11-01,8.5
2020-11-02,8.2
2020-11-03,5.9
2020-11-04,5.8
2020-11-05,5.2
2020-11-06,5
2020-11-07,4.7
2020-11-08,4.4
2020-11-09,4.4
2020-11-10,4.4
2020-11-11,4.4
2020-11-12,4.7
2020-11-13,5
2020-11-14,5.2
2020-11-15,5.8
2020-11-16,5.9
2020-11-17,8.2
2020-11-18,8.5
2020-11-19,8.8
2020-11-20,7.4
2020-11-21,7.4
2020-11-22,7.7
2020-11-23,8
2020-11-24,8.2
2020-11-25,8.8
2020-11-26,8.9
2020-11-27,9.2
2020-11-28,9.5
2020-11-29,9.8
2020-11-30,9.9
2020-12-01,9.8
2020-12-02,9.2
2020-12-03,9
2020-12-04,8.7
2020-12-05,8.4
2020-12-06,8.4
2020-12-07,7.8
2020-12-08,7.5
2020-12-09,7.2
2020-12-10,8.9
2020-12-11,8.8
2020-12-12,8.2
2020-12-13,8
2020-12-14,5.7
2020-12-15,5.4
2020-12-16,5.4
2020-12-17,4.8
2020-12-18,4.5
2020-12-19,4.2
2020-12-20,2.9
2020-12-21,2.8
